Id,NamaPemain,Posisi,Club,Negara,Liga,PlayerInstruction
1132,Jeremie Gusto,RB,Arsenal,Argentina,Premier League,Fullback
1133,Trent Cancelo,RB,PSG,England,Ligue 1,Falseback
1134,Joao Hakimi,RB,Girona,Turkey,La Liga,Fullback
1135,Reece White,RB,Lille,Japan,Ligue 1,Falseback
1136,Nahuel Wan-Bissaka,RB,Napoli,Portugal,Serie A,Falseback
1137,Kieran Gusto,RB,Aston Villa,Poland,Premier League,Falseback
1138,Rico Wan-Bissaka,RB,Lille,Argentina,Ligue 1,Wingback
1139,Achraf Dumfries,RB,Bayern Munich,Japan,Bundesliga,Wingback
1140,Nahuel James,RB,Arsenal,Argentina,Premier League,Falseback
1141,Ben Dalot,RB,Inter Milan,Japan,Serie A,Fullback
1142,Reece Porro,RB,Juventus,Japan,Serie A,Wingback
1143,Diogo James,RB,Real Sociedad,Morocco,La Liga,Fullback
1144,Pedro Lewis,RB,Tottenham,Spain,Premier League,Falseback
1145,Kyle Dumfries,RB,Real Sociedad,Argentina,La Liga,Falseback
1146,Jeremie Molina,RB,Manchester City,Poland,Premier League,Fullback
1147,Timothy Dumfries,RB,Barcelona,Argentina,La Liga,Attacking Wing Back
1148,Timothy Trippier,RB,Athletic Club,Morocco,La Liga,Wingback
1149,Kieran Dumfries,RB,RB Leipzig,England,Bundesliga,Attacking Wing Back
1150,Diogo Frimpong,RB,Lazio,Argentina,Serie A,Wingback
1151,Nahuel Di Lorenzo,RB,Marseille,USA,Ligue 1,Wingback
1152,Achraf Carvajal,RB,Lazio,Germany,Serie A,Falseback
1153,Jeremie Molina,RB,Brest,England,Ligue 1,Falseback
1154,Giovanni Wan-Bissaka,RB,Tottenham,Portugal,Premier League,Wingback
1155,Timothy Gusto,RB,Chelsea,Poland,Premier League,Wingback
1156,Reece Walker,RB,Juventus,France,Serie A,Falseback
1157,Dani Di Lorenzo,RB,Inter Milan,Italy,Serie A,Wingback
1158,Denzel Tomiyasu,RB,Bayer Leverkusen,Portugal,Bundesliga,Attacking Wing Back
1159,Pedro Pavard,RB,Lyon,Netherlands,Ligue 1,Wingback
1160,Pedro Trippier,RB,AS Roma,Italy,Serie A,Falseback
1161,Trent Dumfries,RB,Girona,Argentina,La Liga,Wingback
1162,Reece Molina,RB,AS Roma,Germany,Serie A,Attacking Wing Back
1163,Takehiro James,RB,AC Milan,Japan,Serie A,Attacking Wing Back
1164,Joao Pavard,RB,Frankfurt,England,Bundesliga,Falseback
1165,Kyle Tomiyasu,RB,West Ham,Argentina,Premier League,Attacking Wing Back
1166,Takehiro Walker,RB,Atletico Madrid,England,La Liga,Wingback
1167,Trent White,RB,Bayer Leverkusen,Morocco,Bundesliga,Falseback
1168,Joao Cancelo,RB,Arsenal,Spain,Premier League,Wingback
1169,Joao Walker,RB,Real Madrid,Japan,La Liga,Attacking Wing Back
1170,Achraf Gusto,RB,Lazio,France,Serie A,Wingback
1171,Rico Tomiyasu,RB,Aston Villa,Belgium,Premier League,Wingback
1172,Benjamin Di Lorenzo,RB,Juventus,Portugal,Serie A,Wingback
1173,Diogo Alexander-Arnold,RB,Girona,Germany,La Liga,Falseback
1174,Timothy Castagne,RB,Juventus,England,Serie A,Wingback
1175,Pedro Pavard,RB,RB Leipzig,England,Bundesliga,Falseback
1176,Ben James,RB,Brest,Portugal,Ligue 1,Attacking Wing Back
1177,Benjamin Tomiyasu,RB,AC Milan,Belgium,Serie A,Falseback
1178,Ben Lewis,RB,Nice,Poland,Ligue 1,Wingback
1179,Rico Frimpong,RB,Monaco,Poland,Ligue 1,Wingback
1180,Reece Wan-Bissaka,RB,RB Leipzig,England,Bundesliga,Attacking Wing Back
1181,Diogo Hakimi,RB,Dortmund,Argentina,Bundesliga,Attacking Wing Back
1182,Achraf James,RB,Valencia,Morocco,La Liga,Fullback
1183,Timothy Cancelo,RB,Manchester City,Poland,Premier League,Falseback
1184,Pedro Wan-Bissaka,RB,Bayer Leverkusen,Argentina,Bundesliga,Fullback
1185,Aaron Dumfries,RB,Manchester United,Argentina,Premier League,Wingback
1186,Joao Tomiyasu,RB,PSG,Japan,Ligue 1,Fullback
1187,Malo Gusto,RB,Brighton,Belgium,Premier League,Attacking Wing Back
1188,Trent Porro,RB,Lille,Poland,Ligue 1,Falseback
1189,Kyle Frimpong,RB,Newcastle,Poland,Premier League,Attacking Wing Back
1190,Ben Alexander-Arnold,RB,Girona,Portugal,La Liga,Attacking Wing Back
1191,Kyle Tomiyasu,RB,Lyon,Netherlands,Ligue 1,Attacking Wing Back
1192,Denzel Trippier,RB,Athletic Club,USA,La Liga,Falseback
1193,Takehiro Gusto,RB,Inter Milan,Italy,Serie A,Falseback
1194,Pedro Gusto,RB,Lazio,Spain,Serie A,Fullback
1195,Benjamin Lewis,RB,RB Leipzig,Netherlands,Bundesliga,Attacking Wing Back
1196,Giovanni Porro,RB,Real Betis,USA,La Liga,Falseback
1197,Kyle Alexander-Arnold,RB,Brest,Poland,Ligue 1,Falseback
1198,Rico James,RB,RB Leipzig,Portugal,Bundesliga,Wingback
1199,Timothy Porro,RB,Real Sociedad,Belgium,La Liga,Falseback
1200,Kyle James,RB,Manchester City,USA,Premier League,Attacking Wing Back
1201,Aaron Alexander-Arnold,RB,Bayer Leverkusen,Netherlands,Bundesliga,Attacking Wing Back
1202,Timothy Cancelo,RB,Tottenham,Germany,Premier League,Wingback
1203,Pedro Di Lorenzo,RB,Tottenham,Germany,Premier League,Falseback
1204,Joao Walker,RB,Juventus,Spain,Serie A,Wingback
1205,Aaron Carvajal,RB,Real Betis,Poland,La Liga,Wingback
1206,Pedro White,RB,Nice,England,Ligue 1,Falseback
1207,Benjamin Walker,RB,Brighton,Poland,Premier League,Wingback
1208,Malo Frimpong,RB,Lille,Spain,Ligue 1,Fullback
1209,Takehiro James,RB,Atalanta,Japan,Serie A,Fullback
1210,Joao Lewis,RB,Bayer Leverkusen,Netherlands,Bundesliga,Falseback
1211,Malo Pavard,RB,Napoli,Spain,Serie A,Wingback
1212,Takehiro Molina,RB,Brighton,Poland,Premier League,Fullback
1213,Denzel Di Lorenzo,RB,Barcelona,Morocco,La Liga,Fullback
1214,Nahuel Di Lorenzo,RB,Monaco,Turkey,Ligue 1,Attacking Wing Back
1215,Malo Di Lorenzo,RB,Lyon,Poland,Ligue 1,Fullback
1216,Trent Walker,RB,Atalanta,England,Serie A,Attacking Wing Back
1217,Kieran Castagne,RB,Liverpool,France,Premier League,Falseback
1218,Denzel Gusto,RB,Real Madrid,Italy,La Liga,Fullback
1219,Jeremie Pavard,RB,Frankfurt,Portugal,Bundesliga,Attacking Wing Back
1220,Giovanni Lewis,RB,Dortmund,Belgium,Bundesliga,Wingback
1221,Benjamin Cancelo,RB,Lille,Portugal,Ligue 1,Wingback
1222,Malo Castagne,RB,Real Madrid,USA,La Liga,Attacking Wing Back
1223,Timothy Walker,RB,Nice,Belgium,Ligue 1,Attacking Wing Back
1224,Nahuel White,RB,Barcelona,France,La Liga,Attacking Wing Back
1225,Pedro Lewis,RB,AS Roma,Japan,Serie A,Wingback
1226,Achraf White,RB,Marseille,England,Ligue 1,Attacking Wing Back
1227,Rico Tomiyasu,RB,Liverpool,Turkey,Premier League,Fullback
1228,Benjamin Cancelo,RB,Lazio,Spain,Serie A,Falseback
1229,Aaron Gusto,RB,Real Madrid,Netherlands,La Liga,Attacking Wing Back
1230,Denzel Dalot,RB,Frankfurt,Argentina,Bundesliga,Wingback
1231,Joao Porro,RB,Nice,Portugal,Ligue 1,Falseback
1232,Rico Dalot,RB,Manchester United,Spain,Premier League,Falseback
1233,Joao Trippier,RB,Bayern Munich,Turkey,Bundesliga,Wingback
1234,Jeremie Tomiyasu,RB,Nice,Spain,Ligue 1,Falseback
1235,Trent Tomiyasu,RB,PSG,Poland,Ligue 1,Falseback
1236,Joao White,RB,Barcelona,Brazil,La Liga,Fullback
1237,Joao Trippier,RB,Barcelona,Morocco,La Liga,Fullback
1238,Nahuel Alexander-Arnold,RB,Lille,Spain,Ligue 1,Wingback
1239,Rico Castagne,RB,RB Leipzig,Netherlands,Bundesliga,Wingback
1240,Denzel Frimpong,RB,Valencia,Belgium,La Liga,Wingback
1241,Kyle Lewis,RB,Tottenham,Turkey,Premier League,Attacking Wing Back
1242,Nahuel Frimpong,RB,Manchester City,Morocco,Premier League,Wingback
1243,Aaron Alexander-Arnold,RB,Newcastle,Poland,Premier League,Wingback
1244,Denzel White,RB,Newcastle,Turkey,Premier League,Fullback
1245,Benjamin Frimpong,RB,Lyon,Argentina,Ligue 1,Falseback
1246,Benjamin Gusto,RB,Atalanta,Turkey,Serie A,Attacking Wing Back
1247,Joao Castagne,RB,Real Betis,Poland,La Liga,Falseback
1248,Jeremie Trippier,RB,Marseille,Spain,Ligue 1,Wingback
1249,Diogo James,RB,Atletico Madrid,USA,La Liga,Attacking Wing Back
1250,Dani Gusto,RB,Monaco,Italy,Ligue 1,Falseback
1251,Ben Di Lorenzo,RB,Girona,Germany,La Liga,Falseback
1252,Joao Castagne,RB,Nice,Poland,Ligue 1,Attacking Wing Back
1253,Nahuel White,RB,Valencia,Portugal,La Liga,Fullback
1254,Timothy Frimpong,RB,Liverpool,Portugal,Premier League,Falseback
1255,Reece Molina,RB,Lyon,USA,Ligue 1,Fullback
1256,Timothy Dumfries,RB,RB Leipzig,Poland,Bundesliga,Fullback
1257,Malo Frimpong,RB,Napoli,Argentina,Serie A,Falseback
1258,Nahuel James,RB,Tottenham,Italy,Premier League,Falseback
1259,Dani Frimpong,RB,AC Milan,Argentina,Serie A,Fullback
1260,Jeremie Trippier,RB,Bayer Leverkusen,Netherlands,Bundesliga,Fullback
1261,Denzel Pavard,RB,AC Milan,Belgium,Serie A,Falseback
1262,Jeremie Hakimi,RB,Atletico Madrid,Turkey,La Liga,Falseback
1263,Dani Alexander-Arnold,RB,Marseille,England,Ligue 1,Fullback
1264,Pedro White,RB,Nice,USA,Ligue 1,Fullback
1265,Joao Castagne,RB,Aston Villa,Poland,Premier League,Attacking Wing Back
1266,Reece Lewis,RB,Bayer Leverkusen,Belgium,Bundesliga,Fullback
1267,Aaron Hakimi,RB,AS Roma,Japan,Serie A,Attacking Wing Back
1268,Giovanni Molina,RB,Manchester United,Argentina,Premier League,Falseback
1269,Reece Dumfries,RB,Juventus,Italy,Serie A,Falseback
1270,Ben Trippier,RB,Aston Villa,Italy,Premier League,Falseback
1271,Dani Walker,RB,Aston Villa,Netherlands,Premier League,Attacking Wing Back
1272,Timothy Trippier,RB,Nice,Germany,Ligue 1,Falseback
1273,Kieran Trippier,RB,Liverpool,Portugal,Premier League,Falseback
1274,Takehiro Lewis,RB,Bayern Munich,Japan,Bundesliga,Wingback
1275,Kieran Cancelo,RB,Nice,Poland,Ligue 1,Wingback
1276,Kieran Castagne,RB,Stuttgart,Netherlands,Bundesliga,Attacking Wing Back
1277,Malo Gusto,RB,Dortmund,Belgium,Bundesliga,Falseback
1278,Trent White,RB,Lyon,Netherlands,Ligue 1,Falseback
1279,Diogo Molina,RB,RB Leipzig,Netherlands,Bundesliga,Attacking Wing Back
1280,Nahuel Trippier,RB,Bayern Munich,France,Bundesliga,Falseback
1281,Malo James,RB,Marseille,Turkey,Ligue 1,Wingback
1282,Pedro Pavard,RB,Lyon,Italy,Ligue 1,Falseback
1283,Denzel White,RB,Real Betis,Argentina,La Liga,Falseback
1284,Rico Dalot,RB,Lazio,England,Serie A,Attacking Wing Back
1285,Joao Tomiyasu,RB,Brighton,Poland,Premier League,Falseback
1286,Pedro Cancelo,RB,AC Milan,Belgium,Serie A,Falseback
1287,Kyle Di Lorenzo,RB,Bayern Munich,Morocco,Bundesliga,Falseback
1288,Jeremie Walker,RB,Manchester City,Italy,Premier League,Falseback
1289,Aaron Cancelo,RB,PSG,Netherlands,Ligue 1,Falseback
1290,Nahuel Dumfries,RB,AS Roma,Poland,Serie A,Wingback
1291,Trent James,RB,Marseille,USA,Ligue 1,Attacking Wing Back
1292,Benjamin Gusto,RB,Bayern Munich,Turkey,Bundesliga,Fullback
1293,Giovanni Dalot,RB,Frankfurt,Japan,Bundesliga,Attacking Wing Back
1294,Diogo James,RB,Tottenham,Spain,Premier League,Fullback
1295,Reece Alexander-Arnold,RB,RB Leipzig,England,Bundesliga,Wingback
1296,Giovanni Dalot,RB,Manchester United,Portugal,Premier League,Attacking Wing Back
1297,Jeremie Carvajal,RB,Juventus,USA,Serie A,Attacking Wing Back
1298,Kyle Carvajal,RB,Inter Milan,Italy,Serie A,Falseback
1299,Diogo Wan-Bissaka,RB,Nice,Japan,Ligue 1,Wingback
1300,Kyle James,RB,Stuttgart,Spain,Bundesliga,Wingback
1301,Malo Frimpong,RB,AS Roma,Japan,Serie A,Wingback
1302,Denzel Wan-Bissaka,RB,PSG,Argentina,Ligue 1,Wingback
1303,Ben Castagne,RB,Lyon,Netherlands,Ligue 1,Falseback
1304,Diogo Cancelo,RB,Atalanta,Japan,Serie A,Wingback
1305,Pedro Carvajal,RB,Nice,France,Ligue 1,Wingback
1306,Timothy Porro,RB,Stuttgart,Brazil,Bundesliga,Falseback
1307,Aaron Gusto,RB,AC Milan,France,Serie A,Wingback
1308,Takehiro Castagne,RB,RB Leipzig,USA,Bundesliga,Wingback
1309,Nahuel Porro,RB,Barcelona,Japan,La Liga,Wingback
1310,Timothy Castagne,RB,Bayern Munich,France,Bundesliga,Fullback
1311,Achraf White,RB,Girona,Spain,La Liga,Attacking Wing Back
1312,Giovanni Porro,RB,Dortmund,Morocco,Bundesliga,Falseback
1313,Ben Frimpong,RB,Valencia,Germany,La Liga,Falseback
1314,Denzel Gusto,RB,Atalanta,France,Serie A,Fullback
1315,Joao Di Lorenzo,RB,Monaco,Brazil,Ligue 1,Wingback
1316,Jeremie Trippier,RB,Athletic Club,Argentina,La Liga,Attacking Wing Back
1317,Dani Dalot,RB,Bologna,Brazil,Serie A,Falseback
1318,Pedro Trippier,RB,Atletico Madrid,Spain,La Liga,Falseback
1319,Trent Castagne,RB,PSG,Poland,Ligue 1,Falseback
1320,Kyle Tomiyasu,RB,Valencia,France,La Liga,Fullback
1321,Malo Gusto,RB,Newcastle,Japan,Premier League,Attacking Wing Back
1322,Malo Wan-Bissaka,RB,AC Milan,Belgium,Serie A,Falseback
1323,Achraf Lewis,RB,Lille,Portugal,Ligue 1,Falseback
1324,Diogo Wan-Bissaka,RB,Real Madrid,England,La Liga,Falseback
1325,Kyle Castagne,RB,Lyon,Argentina,Ligue 1,Fullback
1326,Kieran Cancelo,RB,Bayer Leverkusen,England,Bundesliga,Attacking Wing Back
1327,Malo Carvajal,RB,Frankfurt,Argentina,Bundesliga,Wingback
1328,Reece Lewis,RB,Dortmund,Germany,Bundesliga,Attacking Wing Back
1329,Timothy Hakimi,RB,Juventus,Poland,Serie A,Falseback
1330,Joao Castagne,RB,Juventus,Spain,Serie A,Falseback
1331,Denzel James,RB,Lille,Argentina,Ligue 1,Wingback
1332,Pedro Hakimi,RB,Liverpool,Spain,Premier League,Attacking Wing Back
1333,Joao Porro,RB,Barcelona,Brazil,La Liga,Wingback
1334,Pedro Lewis,RB,Manchester United,Poland,Premier League,Wingback
1335,Nahuel Lewis,RB,Liverpool,Spain,Premier League,Fullback
1336,Kieran Cancelo,RB,RB Leipzig,Italy,Bundesliga,Fullback
1337,Diogo Trippier,RB,Napoli,England,Serie A,Fullback
1338,Joao Carvajal,RB,Dortmund,Germany,Bundesliga,Wingback
1339,Joao White,RB,Real Madrid,Belgium,La Liga,Attacking Wing Back
1340,Trent Cancelo,RB,Atletico Madrid,Belgium,La Liga,Fullback
1341,Kieran Carvajal,RB,Brighton,Germany,Premier League,Falseback
1342,Aaron Frimpong,RB,Stuttgart,Italy,Bundesliga,Falseback
1343,Diogo Gusto,RB,Lyon,Poland,Ligue 1,Falseback
1344,Benjamin Trippier,RB,Monaco,Belgium,Ligue 1,Attacking Wing Back
1345,Aaron Tomiyasu,RB,Manchester United,Morocco,Premier League,Attacking Wing Back
1346,Achraf Alexander-Arnold,RB,Juventus,Japan,Serie A,Attacking Wing Back
1347,Aaron Carvajal,RB,Manchester City,Japan,Premier League,Fullback
1348,Achraf Lewis,RB,Nice,Belgium,Ligue 1,Falseback
1349,Pedro Hakimi,RB,Liverpool,France,Premier League,Fullback
1350,Rico Alexander-Arnold,RB,AC Milan,Turkey,Serie A,Attacking Wing Back
1351,Malo White,RB,Athletic Club,Poland,La Liga,Wingback
1352,Nahuel Tomiyasu,RB,Brest,Morocco,Ligue 1,Fullback
1353,Rico Wan-Bissaka,RB,Brest,Brazil,Ligue 1,Falseback
1354,Giovanni Hakimi,RB,Tottenham,Japan,Premier League,Fullback
1355,Aaron Porro,RB,Arsenal,Germany,Premier League,Fullback
1356,Diogo Lewis,RB,Manchester United,USA,Premier League,Falseback
1357,Takehiro Tomiyasu,RB,Brighton,Portugal,Premier League,Falseback
1358,Malo Wan-Bissaka,RB,Lazio,France,Serie A,Falseback
1359,Benjamin Hakimi,RB,AC Milan,Turkey,Serie A,Falseback
1360,Malo Tomiyasu,RB,Real Sociedad,Germany,La Liga,Falseback
1361,Joao Alexander-Arnold,RB,Stuttgart,Italy,Bundesliga,Falseback
1362,Kieran Carvajal,RB,RB Leipzig,Germany,Bundesliga,Attacking Wing Back
1363,Jeremie Dumfries,RB,Dortmund,France,Bundesliga,Falseback
1364,Denzel Porro,RB,Frankfurt,Portugal,Bundesliga,Falseback
1365,Trent Pavard,RB,Dortmund,Japan,Bundesliga,Fullback
1366,Ben Lewis,RB,Atalanta,Brazil,Serie A,Fullback
1367,Jeremie Di Lorenzo,RB,Liverpool,France,Premier League,Falseback
1368,Jeremie Molina,RB,Lyon,Japan,Ligue 1,Falseback
1369,Jeremie Dalot,RB,Tottenham,Brazil,Premier League,Wingback
1370,Dani Molina,RB,Manchester United,USA,Premier League,Attacking Wing Back
1371,Trent Lewis,RB,Frankfurt,Belgium,Bundesliga,Attacking Wing Back
1372,Trent Trippier,RB,Lille,Turkey,Ligue 1,Falseback
1373,Nahuel Hakimi,RB,Girona,Belgium,La Liga,Falseback
1374,Kieran Pavard,RB,Dortmund,Germany,Bundesliga,Wingback
1375,Aaron Pavard,RB,Frankfurt,Japan,Bundesliga,Fullback
1376,Giovanni Alexander-Arnold,RB,West Ham,France,Premier League,Falseback
1377,Joao Pavard,RB,Arsenal,Turkey,Premier League,Wingback
1378,Pedro Cancelo,RB,AS Roma,Spain,Serie A,Wingback
1379,Diogo Molina,RB,Nice,Portugal,Ligue 1,Attacking Wing Back
1380,Takehiro White,RB,Bayern Munich,France,Bundesliga,Attacking Wing Back
1381,Giovanni Frimpong,RB,Atletico Madrid,Brazil,La Liga,Fullback
1382,Diogo Frimpong,RB,West Ham,Italy,Premier League,Attacking Wing Back
1383,Timothy Pavard,RB,Bologna,Germany,Serie A,Falseback
1384,Giovanni Hakimi,RB,RB Leipzig,Turkey,Bundesliga,Wingback
1385,Denzel Cancelo,RB,Bologna,Spain,Serie A,Attacking Wing Back
1386,Reece Molina,RB,Lazio,Portugal,Serie A,Fullback
1387,Achraf Dalot,RB,Bayern Munich,Poland,Bundesliga,Fullback
1388,Dani Molina,RB,Nice,USA,Ligue 1,Attacking Wing Back
1389,Denzel Wan-Bissaka,RB,Manchester United,Netherlands,Premier League,Attacking Wing Back
1390,Benjamin Lewis,RB,Brest,Japan,Ligue 1,Wingback
1391,Takehiro Molina,RB,West Ham,Japan,Premier League,Wingback
1392,Diogo Pavard,RB,Arsenal,England,Premier League,Wingback
1393,Takehiro Cancelo,RB,Lille,Turkey,Ligue 1,Fullback
1394,Kieran Wan-Bissaka,RB,Atalanta,Brazil,Serie A,Wingback
1395,Reece Dumfries,RB,AC Milan,USA,Serie A,Attacking Wing Back
1396,Malo Hakimi,RB,Liverpool,USA,Premier League,Falseback
1397,Benjamin Tomiyasu,RB,Real Madrid,Spain,La Liga,Fullback
1398,Timothy Molina,RB,Atletico Madrid,Italy,La Liga,Attacking Wing Back
1399,Dani James,RB,Liverpool,England,Premier League,Falseback
1400,Aaron White,RB,Juventus,Japan,Serie A,Falseback
1401,Ben Tomiyasu,RB,Lazio,Japan,Serie A,Wingback
1402,Rico Dalot,RB,Dortmund,Netherlands,Bundesliga,Attacking Wing Back
1403,Kieran Wan-Bissaka,RB,RB Leipzig,Spain,Bundesliga,Wingback
1404,Trent Hakimi,RB,Girona,Poland,La Liga,Attacking Wing Back
1405,Joao Di Lorenzo,RB,Inter Milan,England,Serie A,Falseback
1406,Kyle Walker,RB,Lazio,England,Serie A,Fullback
1407,Reece Dumfries,RB,RB Leipzig,Netherlands,Bundesliga,Attacking Wing Back
1408,Jeremie Cancelo,RB,Liverpool,USA,Premier League,Falseback
1409,Ben Frimpong,RB,Frankfurt,Japan,Bundesliga,Falseback
1410,Reece Cancelo,RB,Stuttgart,Belgium,Bundesliga,Fullback
1411,Timothy Wan-Bissaka,RB,Marseille,Turkey,Ligue 1,Wingback
1412,Kieran Frimpong,RB,Chelsea,Japan,Premier League,Wingback
1413,Nahuel Lewis,RB,Real Sociedad,Brazil,La Liga,Fullback
1414,Takehiro Lewis,RB,PSG,Germany,Ligue 1,Falseback
1415,Denzel Carvajal,RB,Chelsea,Japan,Premier League,Attacking Wing Back
1416,Denzel Hakimi,RB,Inter Milan,England,Serie A,Wingback
1417,Denzel Cancelo,RB,Napoli,Italy,Serie A,Fullback
1418,Jeremie Porro,RB,Juventus,England,Serie A,Falseback
1419,Jeremie Dumfries,RB,Athletic Club,Morocco,La Liga,Fullback
1420,Aaron Tomiyasu,RB,Real Betis,Argentina,La Liga,Fullback
1421,Diogo Frimpong,RB,Valencia,Argentina,La Liga,Wingback
1422,Benjamin Dalot,RB,Marseille,Italy,Ligue 1,Wingback
1423,Kieran Hakimi,RB,Napoli,Morocco,Serie A,Attacking Wing Back
1424,Kyle Tomiyasu,RB,Nice,Poland,Ligue 1,Wingback
1425,Timothy White,RB,West Ham,Morocco,Premier League,Wingback
1426,Achraf Lewis,RB,West Ham,Italy,Premier League,Falseback
1427,Achraf Frimpong,RB,Real Betis,Turkey,La Liga,Attacking Wing Back
1428,Nahuel Molina,RB,West Ham,Belgium,Premier League,Attacking Wing Back
1429,Jeremie Di Lorenzo,RB,Lazio,Spain,Serie A,Fullback
1430,Timothy Walker,RB,Manchester United,Argentina,Premier League,Falseback
1431,Denzel Dalot,RB,Newcastle,Turkey,Premier League,Wingback
1432,Takehiro Castagne,RB,Atalanta,Turkey,Serie A,Attacking Wing Back
1433,Trent Lewis,RB,West Ham,Argentina,Premier League,Falseback
1434,Diogo Trippier,RB,Atletico Madrid,Germany,La Liga,Fullback
1435,Dani Pavard,RB,Stuttgart,Morocco,Bundesliga,Falseback
1436,Rico Pavard,RB,Real Betis,Spain,La Liga,Falseback
1437,Benjamin Lewis,RB,Lyon,Spain,Ligue 1,Attacking Wing Back
1438,Ben Wan-Bissaka,RB,Nice,Spain,Ligue 1,Attacking Wing Back
1439,Aaron Pavard,RB,Tottenham,Japan,Premier League,Falseback
1440,Timothy Cancelo,RB,Nice,Argentina,Ligue 1,Falseback
1441,Nahuel Dumfries,RB,RB Leipzig,England,Bundesliga,Wingback
1442,Joao Hakimi,RB,Atalanta,Morocco,Serie A,Fullback
1443,Benjamin Cancelo,RB,Lazio,Morocco,Serie A,Falseback
1444,Benjamin Wan-Bissaka,RB,Aston Villa,Poland,Premier League,Fullback
1445,Trent Alexander-Arnold,RB,Lazio,Netherlands,Serie A,Fullback
1446,Kieran Frimpong,RB,PSG,Poland,Ligue 1,Fullback
1447,Aaron Cancelo,RB,AC Milan,Portugal,Serie A,Attacking Wing Back
1448,Rico Lewis,RB,Marseille,Japan,Ligue 1,Attacking Wing Back
1449,Kyle Dalot,RB,Arsenal,Turkey,Premier League,Fullback
1450,Reece Gusto,RB,Nice,Argentina,Ligue 1,Wingback
1451,Rico Cancelo,RB,Manchester United,Portugal,Premier League,Fullback
1452,Diogo Dumfries,RB,Atletico Madrid,Portugal,La Liga,Falseback
1453,Aaron Gusto,RB,Brest,Morocco,Ligue 1,Attacking Wing Back
1454,Takehiro Pavard,RB,Bayern Munich,Belgium,Bundesliga,Attacking Wing Back
1455,Benjamin Lewis,RB,Arsenal,Germany,Premier League,Attacking Wing Back
1456,Dani Castagne,RB,AC Milan,Brazil,Serie A,Wingback
1457,Kyle Porro,RB,Real Sociedad,Poland,La Liga,Wingback
1458,Achraf Dumfries,RB,Dortmund,Japan,Bundesliga,Wingback
1459,Kieran Castagne,RB,Liverpool,USA,Premier League,Wingback
1460,Malo James,RB,Lille,Poland,Ligue 1,Attacking Wing Back
1461,Joao Molina,RB,Barcelona,Netherlands,La Liga,Attacking Wing Back
1462,Giovanni Carvajal,RB,Monaco,Argentina,Ligue 1,Attacking Wing Back
1463,Denzel Pavard,RB,Tottenham,Brazil,Premier League,Wingback
1464,Nahuel Alexander-Arnold,RB,Manchester United,USA,Premier League,Attacking Wing Back
1465,Reece Carvajal,RB,Valencia,France,La Liga,Fullback
1466,Trent White,RB,Brighton,Germany,Premier League,Fullback
1467,Reece Wan-Bissaka,RB,AC Milan,Belgium,Serie A,Falseback
1468,Diogo Lewis,RB,Bayern Munich,Italy,Bundesliga,Fullback
1469,Ben Di Lorenzo,RB,Inter Milan,Brazil,Serie A,Attacking Wing Back
1470,Benjamin Trippier,RB,Tottenham,Spain,Premier League,Falseback
1471,Nahuel Trippier,RB,Dortmund,Turkey,Bundesliga,Fullback
1472,Takehiro Frimpong,RB,Monaco,Morocco,Ligue 1,Wingback
1473,Dani Trippier,RB,Valencia,France,La Liga,Falseback
1474,Kieran Cancelo,RB,Tottenham,Italy,Premier League,Attacking Wing Back
1475,Kyle Dalot,RB,Chelsea,Belgium,Premier League,Falseback
1476,Giovanni Alexander-Arnold,RB,RB Leipzig,Belgium,Bundesliga,Wingback
1477,Kyle Trippier,RB,Inter Milan,Argentina,Serie A,Fullback
1478,Reece Frimpong,RB,Valencia,Japan,La Liga,Wingback
1479,Rico Frimpong,RB,Lazio,Argentina,Serie A,Falseback
1480,Kyle Carvajal,RB,Girona,Brazil,La Liga,Wingback
1481,Takehiro Frimpong,RB,Nice,Brazil,Ligue 1,Falseback
1482,Benjamin Lewis,RB,Manchester City,Netherlands,Premier League,Falseback
1483,Pedro Wan-Bissaka,RB,Frankfurt,England,Bundesliga,Wingback
1484,Joao Dumfries,RB,Valencia,Spain,La Liga,Attacking Wing Back
1485,Joao Porro,RB,Manchester City,Morocco,Premier League,Fullback
1486,Giovanni White,RB,Real Betis,Italy,La Liga,Attacking Wing Back
1487,Denzel Pavard,RB,Tottenham,France,Premier League,Wingback
1488,Malo Dumfries,RB,Athletic Club,Turkey,La Liga,Fullback
1489,Joao Gusto,RB,Lazio,Germany,Serie A,Falseback
1490,Trent Di Lorenzo,RB,Athletic Club,Belgium,La Liga,Falseback
1491,Nahuel James,RB,Dortmund,Spain,Bundesliga,Fullback
1492,Trent Di Lorenzo,RB,Lyon,Spain,Ligue 1,Attacking Wing Back
1493,Trent Trippier,RB,Athletic Club,Spain,La Liga,Wingback
1494,Malo Wan-Bissaka,RB,Atalanta,Brazil,Serie A,Falseback
1495,Kieran Castagne,RB,AC Milan,Belgium,Serie A,Attacking Wing Back
1496,Diogo Di Lorenzo,RB,Napoli,Spain,Serie A,Attacking Wing Back
1497,Rico Lewis,RB,Juventus,Italy,Serie A,Attacking Wing Back
1498,Timothy Trippier,RB,Marseille,USA,Ligue 1,Wingback
1499,Reece Di Lorenzo,RB,Stuttgart,Netherlands,Bundesliga,Falseback
1500,Timothy White,RB,Chelsea,Netherlands,Premier League,Fullback
