Id,NamaPemain,Posisi,Club,Negara,Liga,PlayerInstruction
1101,Jeremy Zaha,LW,Newcastle,Colombia,Premier League,Winger
1102,Mykhailo Mudryk,LW,RB Leipzig,Argentina,Bundesliga,Winger
1103,Kaoru Heung-min,LW,Nice,Georgia,Ligue 1,Inside Forward
1104,Kylian Gakpo,LW,Lille,Ivory Coast,Ligue 1,Winger
1105,Jack Diaz,LW,Atletico Madrid,Brazil,La Liga,Inside Forward
1106,Jadon Mudryk,LW,Frankfurt,Ukraine,Bundesliga,Wide Playmaker
1107,Cody Junior,LW,Stuttgart,Belgium,Bundesliga,Wide Playmaker
1108,Jadon Heung-min,LW,AS Roma,Brazil,Serie A,Inside Forward
1109,Mykhailo Mudryk,LW,Newcastle,Argentina,Premier League,Winger
1110,Mykhailo Leao,LW,Juventus,Georgia,Serie A,Winger
1111,Kylian Williams,LW,Athletic Club,France,La Liga,Wide Playmaker
1112,Cody Doku,LW,Lyon,Belgium,Ligue 1,Winger
1113,Mykhailo Leao,LW,Brighton,Belgium,Premier League,Winger
1114,Gabriel Gakpo,LW,Brighton,Belgium,Premier League,Winger
1115,Nico Garnacho,LW,RB Leipzig,Germany,Bundesliga,Winger
1116,Jeremy Garnacho,LW,PSG,Georgia,Ligue 1,Wide Playmaker
1117,Kaoru Gakpo,LW,Newcastle,Netherlands,Premier League,Winger
1118,Harvey Mudryk,LW,Real Betis,England,La Liga,Winger
1119,Vinicius Coman,LW,Athletic Club,Georgia,La Liga,Winger
1120,Wilfried Rashford,LW,Inter Milan,Brazil,Serie A,Winger
1121,Luis Heung-min,LW,Juventus,Ivory Coast,Serie A,Wide Playmaker
1122,Ansu Coman,LW,Monaco,Argentina,Ligue 1,Wide Playmaker
1123,Cody Sancho,LW,Stuttgart,Spain,Bundesliga,Inside Forward
1124,Harvey Mudryk,LW,Lazio,Spain,Serie A,Winger
1125,Kylian Barnes,LW,Brest,Portugal,Ligue 1,Wide Playmaker
1126,Kylian Fati,LW,Napoli,Netherlands,Serie A,Inside Forward
1127,Nico Gakpo,LW,Manchester City,Germany,Premier League,Inside Forward
1128,Harvey Mitoma,LW,Lille,France,Ligue 1,Winger
1129,Khvicha Martinelli,LW,Real Madrid,England,La Liga,Inside Forward
1130,Nico Diaz,LW,Liverpool,France,Premier League,Winger
1131,Marcus Grealish,LW,Real Sociedad,Brazil,La Liga,Winger
1132,Luis Leao,LW,Chelsea,Colombia,Premier League,Wide Playmaker
1133,Son Gakpo,LW,Bologna,South Korea,Serie A,Wide Playmaker
1134,Ansu Barnes,LW,Nice,England,Ligue 1,Winger
1135,Ansu Junior,LW,Real Betis,Germany,La Liga,Inside Forward
1136,Harvey Garnacho,LW,Barcelona,Ivory Coast,La Liga,Wide Playmaker
1137,Mykhailo Sancho,LW,Real Betis,Brazil,La Liga,Inside Forward
1138,Jack Junior,LW,Marseille,Japan,Ligue 1,Inside Forward
1139,Marcus Sancho,LW,Barcelona,Japan,La Liga,Winger
1140,Vinicius Rashford,LW,RB Leipzig,Netherlands,Bundesliga,Winger
1141,Nico Grealish,LW,Manchester United,Brazil,Premier League,Wide Playmaker
1142,Rafael Mudryk,LW,Real Betis,Spain,La Liga,Inside Forward
1143,Nico Martinelli,LW,Bayern Munich,Ivory Coast,Bundesliga,Wide Playmaker
1144,Ansu Barnes,LW,Girona,Japan,La Liga,Wide Playmaker
1145,Jeremy Garnacho,LW,Real Madrid,France,La Liga,Inside Forward
1146,Khvicha Diaz,LW,West Ham,Netherlands,Premier League,Wide Playmaker
1147,Jack Doku,LW,Arsenal,Ivory Coast,Premier League,Inside Forward
1148,Khvicha Diaz,LW,Athletic Club,England,La Liga,Inside Forward
1149,Vinicius Coman,LW,Chelsea,Colombia,Premier League,Winger
1150,Cody Martinelli,LW,Bayern Munich,Japan,Bundesliga,Winger
1151,Harvey Mudryk,LW,AC Milan,Ukraine,Serie A,Winger
1152,Alejandro Heung-min,LW,Monaco,Netherlands,Ligue 1,Winger
1153,Cody Grealish,LW,Nice,Brazil,Ligue 1,Winger
1154,Luis Mudryk,LW,Arsenal,Colombia,Premier League,Winger
1155,Kylian Mitoma,LW,Bayern Munich,Spain,Bundesliga,Inside Forward
1156,Ansu Sancho,LW,Real Betis,Ukraine,La Liga,Inside Forward
1157,Alejandro Junior,LW,Monaco,Brazil,Ligue 1,Wide Playmaker
1158,Jeremy Leao,LW,Dortmund,Portugal,Bundesliga,Inside Forward
1159,Ansu Gakpo,LW,Barcelona,Netherlands,La Liga,Wide Playmaker
1160,Luis Kvaratskhelia,LW,Napoli,France,Serie A,Inside Forward
1161,Son Fati,LW,Valencia,Japan,La Liga,Winger
1162,Jeremy Diaz,LW,Atletico Madrid,Georgia,La Liga,Inside Forward
1163,Luis Sancho,LW,Real Sociedad,Georgia,La Liga,Inside Forward
1164,Ansu Williams,LW,Stuttgart,Ukraine,Bundesliga,Wide Playmaker
1165,Wilfried Doku,LW,Tottenham,Ivory Coast,Premier League,Inside Forward
1166,Jeremy Barnes,LW,Napoli,France,Serie A,Wide Playmaker
1167,Mykhailo Grealish,LW,AC Milan,Argentina,Serie A,Winger
1168,Rafael Junior,LW,Nice,England,Ligue 1,Winger
1169,Jadon Gakpo,LW,Frankfurt,Argentina,Bundesliga,Wide Playmaker
1170,Jeremy Mbappe,LW,Arsenal,England,Premier League,Winger
1171,Harvey Fati,LW,Dortmund,Brazil,Bundesliga,Winger
1172,Harvey Sancho,LW,Atletico Madrid,Argentina,La Liga,Inside Forward
1173,Nico Mbappe,LW,Bologna,Ukraine,Serie A,Inside Forward
1174,Son Barnes,LW,Lyon,Ukraine,Ligue 1,Wide Playmaker
1175,Son Leao,LW,Stuttgart,Ukraine,Bundesliga,Winger
1176,Khvicha Coman,LW,Bayern Munich,Colombia,Bundesliga,Wide Playmaker
1177,Khvicha Fati,LW,Lyon,Spain,Ligue 1,Inside Forward
1178,Kaoru Mitoma,LW,Real Sociedad,England,La Liga,Winger
1179,Kylian Barnes,LW,Athletic Club,South Korea,La Liga,Inside Forward
1180,Jack Leao,LW,AS Roma,England,Serie A,Wide Playmaker
1181,Son Coman,LW,Manchester City,Colombia,Premier League,Wide Playmaker
1182,Gabriel Grealish,LW,Tottenham,Georgia,Premier League,Wide Playmaker
1183,Jadon Garnacho,LW,RB Leipzig,Ivory Coast,Bundesliga,Inside Forward
1184,Khvicha Barnes,LW,Manchester United,Ukraine,Premier League,Winger
1185,Son Mudryk,LW,AC Milan,South Korea,Serie A,Winger
1186,Khvicha Grealish,LW,Newcastle,Japan,Premier League,Inside Forward
1187,Jack Williams,LW,Nice,Belgium,Ligue 1,Winger
1188,Gabriel Mbappe,LW,West Ham,Georgia,Premier League,Wide Playmaker
1189,Jadon Mbappe,LW,Frankfurt,Netherlands,Bundesliga,Inside Forward
1190,Wilfried Junior,LW,Marseille,Germany,Ligue 1,Wide Playmaker
1191,Alejandro Garnacho,LW,Bologna,Spain,Serie A,Inside Forward
1192,Jadon Grealish,LW,Marseille,France,Ligue 1,Winger
1193,Gabriel Heung-min,LW,AC Milan,Brazil,Serie A,Wide Playmaker
1194,Gabriel Doku,LW,Atalanta,Germany,Serie A,Wide Playmaker
1195,Kingsley Kvaratskhelia,LW,Stuttgart,Netherlands,Bundesliga,Inside Forward
1196,Jeremy Mbappe,LW,Real Sociedad,Belgium,La Liga,Wide Playmaker
1197,Gabriel Diaz,LW,Brighton,South Korea,Premier League,Inside Forward
1198,Alejandro Gakpo,LW,Nice,Netherlands,Ligue 1,Inside Forward
1199,Mykhailo Gakpo,LW,Bayer Leverkusen,France,Bundesliga,Wide Playmaker
1200,Son Grealish,LW,Bayer Leverkusen,Argentina,Bundesliga,Inside Forward
1201,Khvicha Kvaratskhelia,LW,Tottenham,Colombia,Premier League,Inside Forward
1202,Nico Williams,LW,RB Leipzig,France,Bundesliga,Winger
1203,Jadon Zaha,LW,Inter Milan,Netherlands,Serie A,Inside Forward
1204,Vinicius Diaz,LW,Brest,Colombia,Ligue 1,Inside Forward
1205,Luis Gakpo,LW,Napoli,Spain,Serie A,Winger
1206,Wilfried Mbappe,LW,Barcelona,Germany,La Liga,Wide Playmaker
1207,Kingsley Grealish,LW,Stuttgart,Argentina,Bundesliga,Winger
1208,Khvicha Doku,LW,Valencia,South Korea,La Liga,Inside Forward
1209,Gabriel Diaz,LW,Juventus,Portugal,Serie A,Inside Forward
1210,Mykhailo Gakpo,LW,Brighton,South Korea,Premier League,Winger
1211,Kylian Rashford,LW,Nice,Ivory Coast,Ligue 1,Inside Forward
1212,Son Martinelli,LW,Real Sociedad,Argentina,La Liga,Inside Forward
1213,Kingsley Barnes,LW,Juventus,Ukraine,Serie A,Inside Forward
1214,Jadon Coman,LW,Lyon,Japan,Ligue 1,Wide Playmaker
1215,Vinicius Sancho,LW,Bayern Munich,England,Bundesliga,Winger
1216,Jadon Gakpo,LW,Lyon,Portugal,Ligue 1,Inside Forward
1217,Vinicius Doku,LW,Brest,Japan,Ligue 1,Winger
1218,Harvey Heung-min,LW,Aston Villa,South Korea,Premier League,Winger
1219,Ansu Sancho,LW,Monaco,Ivory Coast,Ligue 1,Inside Forward
1220,Kylian Grealish,LW,RB Leipzig,Argentina,Bundesliga,Inside Forward
1221,Jadon Sancho,LW,AS Roma,Japan,Serie A,Inside Forward
1222,Ansu Barnes,LW,West Ham,South Korea,Premier League,Inside Forward
1223,Marcus Mudryk,LW,Stuttgart,Colombia,Bundesliga,Winger
1224,Harvey Zaha,LW,Stuttgart,Brazil,Bundesliga,Inside Forward
1225,Cody Barnes,LW,Lille,Netherlands,Ligue 1,Inside Forward
1226,Jack Martinelli,LW,West Ham,South Korea,Premier League,Inside Forward
1227,Son Rashford,LW,Atletico Madrid,England,La Liga,Winger
1228,Jadon Mbappe,LW,Lille,Colombia,Ligue 1,Inside Forward
1229,Alejandro Zaha,LW,Juventus,Argentina,Serie A,Wide Playmaker
1230,Nico Mitoma,LW,Manchester United,Netherlands,Premier League,Inside Forward
1231,Harvey Williams,LW,Juventus,Belgium,Serie A,Wide Playmaker
1232,Alejandro Heung-min,LW,Newcastle,Spain,Premier League,Inside Forward
1233,Kaoru Coman,LW,Real Betis,Belgium,La Liga,Wide Playmaker
1234,Jadon Rashford,LW,Frankfurt,Ivory Coast,Bundesliga,Wide Playmaker
1235,Kylian Gakpo,LW,Arsenal,Belgium,Premier League,Winger
1236,Kylian Mudryk,LW,Manchester City,Ukraine,Premier League,Inside Forward
1237,Alejandro Doku,LW,Inter Milan,South Korea,Serie A,Winger
1238,Marcus Sancho,LW,Frankfurt,South Korea,Bundesliga,Winger
1239,Rafael Junior,LW,Real Sociedad,Japan,La Liga,Winger
1240,Kylian Diaz,LW,Real Betis,Netherlands,La Liga,Inside Forward
1241,Jadon Gakpo,LW,Valencia,South Korea,La Liga,Wide Playmaker
1242,Alejandro Diaz,LW,Athletic Club,South Korea,La Liga,Wide Playmaker
1243,Alejandro Diaz,LW,Stuttgart,Argentina,Bundesliga,Winger
1244,Khvicha Garnacho,LW,Nice,South Korea,Ligue 1,Wide Playmaker
1245,Nico Mudryk,LW,Stuttgart,Ivory Coast,Bundesliga,Inside Forward
1246,Rafael Mudryk,LW,Nice,Netherlands,Ligue 1,Inside Forward
1247,Nico Sancho,LW,Brighton,Portugal,Premier League,Inside Forward
1248,Kylian Mitoma,LW,Marseille,France,Ligue 1,Wide Playmaker
1249,Nico Martinelli,LW,RB Leipzig,Netherlands,Bundesliga,Winger
1250,Mykhailo Barnes,LW,Real Madrid,Portugal,La Liga,Winger
1251,Wilfried Diaz,LW,PSG,Ukraine,Ligue 1,Wide Playmaker
1252,Luis Leao,LW,RB Leipzig,Brazil,Bundesliga,Inside Forward
1253,Kaoru Coman,LW,Marseille,Argentina,Ligue 1,Wide Playmaker
1254,Jack Williams,LW,Frankfurt,Spain,Bundesliga,Wide Playmaker
1255,Gabriel Heung-min,LW,Stuttgart,Ivory Coast,Bundesliga,Winger
1256,Vinicius Garnacho,LW,Barcelona,South Korea,La Liga,Winger
1257,Gabriel Garnacho,LW,Chelsea,France,Premier League,Wide Playmaker
1258,Jack Coman,LW,AC Milan,Brazil,Serie A,Winger
1259,Wilfried Zaha,LW,Juventus,Japan,Serie A,Inside Forward
1260,Nico Gakpo,LW,Lille,Netherlands,Ligue 1,Inside Forward
1261,Marcus Coman,LW,Valencia,Belgium,La Liga,Inside Forward
1262,Jack Kvaratskhelia,LW,Bologna,Germany,Serie A,Winger
1263,Jack Sancho,LW,Napoli,Spain,Serie A,Wide Playmaker
1264,Kaoru Williams,LW,Valencia,Netherlands,La Liga,Inside Forward
1265,Kylian Barnes,LW,AS Roma,Japan,Serie A,Wide Playmaker
1266,Luis Doku,LW,West Ham,Georgia,Premier League,Winger
1267,Marcus Mbappe,LW,West Ham,Portugal,Premier League,Wide Playmaker
1268,Kingsley Williams,LW,Aston Villa,Spain,Premier League,Wide Playmaker
1269,Cody Diaz,LW,Real Sociedad,Georgia,La Liga,Inside Forward
1270,Jeremy Mbappe,LW,Atletico Madrid,England,La Liga,Wide Playmaker
1271,Kaoru Heung-min,LW,Real Madrid,Georgia,La Liga,Wide Playmaker
1272,Rafael Mbappe,LW,Brest,Ukraine,Ligue 1,Winger
1273,Rafael Coman,LW,Brest,Argentina,Ligue 1,Inside Forward
1274,Rafael Doku,LW,Bayern Munich,Japan,Bundesliga,Inside Forward
1275,Kylian Heung-min,LW,Arsenal,Georgia,Premier League,Inside Forward
1276,Wilfried Doku,LW,Liverpool,Japan,Premier League,Winger
1277,Cody Martinelli,LW,Bayer Leverkusen,Argentina,Bundesliga,Wide Playmaker
1278,Gabriel Williams,LW,Brest,Argentina,Ligue 1,Wide Playmaker
1279,Jeremy Gakpo,LW,Manchester City,Brazil,Premier League,Inside Forward
1280,Kaoru Junior,LW,Newcastle,Ukraine,Premier League,Winger
1281,Luis Kvaratskhelia,LW,Stuttgart,Argentina,Bundesliga,Wide Playmaker
1282,Cody Mbappe,LW,Brighton,Portugal,Premier League,Winger
1283,Jadon Williams,LW,Real Madrid,Ivory Coast,La Liga,Winger
1284,Jeremy Barnes,LW,Barcelona,Germany,La Liga,Inside Forward
1285,Son Barnes,LW,Atalanta,Netherlands,Serie A,Inside Forward
1286,Luis Fati,LW,Girona,Germany,La Liga,Inside Forward
1287,Vinicius Coman,LW,Brest,Spain,Ligue 1,Winger
1288,Jadon Martinelli,LW,Manchester City,Japan,Premier League,Winger
1289,Kaoru Leao,LW,Marseille,South Korea,Ligue 1,Inside Forward
1290,Jeremy Kvaratskhelia,LW,Real Betis,Argentina,La Liga,Winger
1291,Alejandro Doku,LW,Brighton,Ukraine,Premier League,Winger
1292,Rafael Fati,LW,Lazio,Brazil,Serie A,Inside Forward
1293,Gabriel Grealish,LW,Bayer Leverkusen,Ukraine,Bundesliga,Inside Forward
1294,Vinicius Sancho,LW,Atletico Madrid,England,La Liga,Winger
1295,Marcus Fati,LW,Atletico Madrid,France,La Liga,Winger
1296,Kylian Mudryk,LW,Napoli,Germany,Serie A,Winger
1297,Kaoru Williams,LW,Lyon,Georgia,Ligue 1,Inside Forward
1298,Luis Sancho,LW,RB Leipzig,Japan,Bundesliga,Inside Forward
1299,Luis Mitoma,LW,Bologna,Colombia,Serie A,Wide Playmaker
1300,Son Leao,LW,Athletic Club,Spain,La Liga,Winger
1301,Son Mitoma,LW,Atletico Madrid,Ivory Coast,La Liga,Inside Forward
1302,Harvey Mitoma,LW,Lille,Germany,Ligue 1,Inside Forward
1303,Cody Leao,LW,Athletic Club,Netherlands,La Liga,Winger
1304,Jeremy Mbappe,LW,Girona,Brazil,La Liga,Wide Playmaker
1305,Vinicius Zaha,LW,Lazio,England,Serie A,Winger
1306,Kylian Coman,LW,AC Milan,South Korea,Serie A,Wide Playmaker
1307,Khvicha Martinelli,LW,Marseille,Colombia,Ligue 1,Winger
1308,Jeremy Kvaratskhelia,LW,Lille,France,Ligue 1,Inside Forward
1309,Ansu Mudryk,LW,Brest,France,Ligue 1,Wide Playmaker
1310,Mykhailo Martinelli,LW,Brest,Belgium,Ligue 1,Inside Forward
1311,Khvicha Junior,LW,Frankfurt,Netherlands,Bundesliga,Inside Forward
1312,Mykhailo Heung-min,LW,Newcastle,Spain,Premier League,Inside Forward
1313,Wilfried Leao,LW,Newcastle,Georgia,Premier League,Wide Playmaker
1314,Luis Mitoma,LW,Inter Milan,Netherlands,Serie A,Wide Playmaker
1315,Wilfried Junior,LW,Tottenham,France,Premier League,Inside Forward
1316,Kingsley Junior,LW,Dortmund,Argentina,Bundesliga,Winger
1317,Kylian Junior,LW,AS Roma,Spain,Serie A,Winger
1318,Nico Martinelli,LW,Lazio,France,Serie A,Winger
1319,Jadon Williams,LW,Frankfurt,Argentina,Bundesliga,Winger
1320,Jeremy Coman,LW,Lazio,South Korea,Serie A,Inside Forward
1321,Mykhailo Barnes,LW,Lazio,Portugal,Serie A,Inside Forward
1322,Mykhailo Gakpo,LW,Girona,Argentina,La Liga,Winger
1323,Jeremy Mitoma,LW,Stuttgart,Ukraine,Bundesliga,Winger
1324,Nico Mbappe,LW,PSG,Belgium,Ligue 1,Wide Playmaker
1325,Son Rashford,LW,Bologna,Japan,Serie A,Winger
1326,Wilfried Barnes,LW,Stuttgart,Portugal,Bundesliga,Wide Playmaker
1327,Vinicius Williams,LW,PSG,Argentina,Ligue 1,Wide Playmaker
1328,Jeremy Doku,LW,RB Leipzig,Argentina,Bundesliga,Winger
1329,Son Garnacho,LW,Monaco,Argentina,Ligue 1,Inside Forward
1330,Kylian Diaz,LW,Nice,South Korea,Ligue 1,Wide Playmaker
1331,Mykhailo Rashford,LW,Brighton,Netherlands,Premier League,Winger
1332,Kingsley Rashford,LW,Brest,Georgia,Ligue 1,Inside Forward
1333,Gabriel Barnes,LW,Real Sociedad,Germany,La Liga,Winger
1334,Jack Mitoma,LW,Brighton,Brazil,Premier League,Inside Forward
1335,Jeremy Williams,LW,Arsenal,Belgium,Premier League,Inside Forward
1336,Kylian Grealish,LW,Aston Villa,Ivory Coast,Premier League,Inside Forward
1337,Harvey Diaz,LW,Barcelona,South Korea,La Liga,Winger
1338,Kaoru Kvaratskhelia,LW,Newcastle,Colombia,Premier League,Winger
1339,Ansu Junior,LW,Inter Milan,Belgium,Serie A,Wide Playmaker
1340,Nico Mbappe,LW,Atletico Madrid,Ivory Coast,La Liga,Winger
1341,Nico Kvaratskhelia,LW,Monaco,Colombia,Ligue 1,Wide Playmaker
1342,Vinicius Gakpo,LW,Manchester United,Ukraine,Premier League,Inside Forward
1343,Jadon Gakpo,LW,Bayern Munich,England,Bundesliga,Winger
1344,Luis Diaz,LW,PSG,England,Ligue 1,Inside Forward
1345,Alejandro Grealish,LW,Inter Milan,England,Serie A,Wide Playmaker
1346,Kylian Coman,LW,PSG,England,Ligue 1,Winger
1347,Cody Grealish,LW,Real Madrid,Belgium,La Liga,Winger
1348,Jadon Grealish,LW,Lyon,Belgium,Ligue 1,Inside Forward
1349,Wilfried Martinelli,LW,Aston Villa,Spain,Premier League,Wide Playmaker
1350,Cody Zaha,LW,Nice,England,Ligue 1,Inside Forward
1351,Harvey Sancho,LW,Atalanta,Belgium,Serie A,Inside Forward
1352,Alejandro Mbappe,LW,Tottenham,England,Premier League,Winger
1353,Rafael Heung-min,LW,Marseille,Colombia,Ligue 1,Winger
1354,Gabriel Fati,LW,Girona,Portugal,La Liga,Inside Forward
1355,Ansu Doku,LW,Liverpool,Belgium,Premier League,Inside Forward
1356,Cody Williams,LW,Manchester United,Portugal,Premier League,Winger
1357,Kaoru Martinelli,LW,Brest,Belgium,Ligue 1,Inside Forward
1358,Ansu Gakpo,LW,Lazio,France,Serie A,Inside Forward
1359,Alejandro Mbappe,LW,AC Milan,Argentina,Serie A,Winger
1360,Khvicha Fati,LW,Real Betis,Argentina,La Liga,Wide Playmaker
1361,Rafael Mudryk,LW,Manchester City,Brazil,Premier League,Winger
1362,Jack Gakpo,LW,Newcastle,Colombia,Premier League,Winger
1363,Kaoru Garnacho,LW,RB Leipzig,Colombia,Bundesliga,Wide Playmaker
1364,Luis Mitoma,LW,Atalanta,Brazil,Serie A,Wide Playmaker
1365,Marcus Doku,LW,Marseille,Colombia,Ligue 1,Inside Forward
1366,Jack Junior,LW,Tottenham,Brazil,Premier League,Wide Playmaker
1367,Kingsley Zaha,LW,Girona,Netherlands,La Liga,Wide Playmaker
1368,Marcus Grealish,LW,Inter Milan,Germany,Serie A,Wide Playmaker
1369,Luis Leao,LW,Tottenham,Belgium,Premier League,Wide Playmaker
1370,Ansu Doku,LW,Brest,Belgium,Ligue 1,Winger
1371,Harvey Mudryk,LW,AC Milan,Spain,Serie A,Winger
1372,Luis Junior,LW,AC Milan,France,Serie A,Wide Playmaker
1373,Wilfried Garnacho,LW,Liverpool,France,Premier League,Wide Playmaker
1374,Kingsley Barnes,LW,Bologna,Spain,Serie A,Inside Forward
1375,Jadon Zaha,LW,Lille,Ukraine,Ligue 1,Inside Forward
1376,Kingsley Mitoma,LW,Brest,Brazil,Ligue 1,Inside Forward
1377,Marcus Garnacho,LW,Nice,Colombia,Ligue 1,Winger
1378,Vinicius Mbappe,LW,Lyon,Netherlands,Ligue 1,Inside Forward
1379,Jack Grealish,LW,Manchester City,Ivory Coast,Premier League,Inside Forward
1380,Harvey Mitoma,LW,Aston Villa,England,Premier League,Wide Playmaker
1381,Wilfried Grealish,LW,Monaco,Belgium,Ligue 1,Winger
1382,Khvicha Doku,LW,PSG,Brazil,Ligue 1,Winger
1383,Son Garnacho,LW,Bayern Munich,Spain,Bundesliga,Winger
1384,Alejandro Garnacho,LW,Frankfurt,Japan,Bundesliga,Winger
1385,Wilfried Grealish,LW,West Ham,South Korea,Premier League,Inside Forward
1386,Jadon Sancho,LW,Marseille,France,Ligue 1,Inside Forward
1387,Rafael Fati,LW,Napoli,Spain,Serie A,Inside Forward
1388,Wilfried Garnacho,LW,Brest,South Korea,Ligue 1,Inside Forward
1389,Rafael Zaha,LW,RB Leipzig,Colombia,Bundesliga,Wide Playmaker
1390,Kingsley Kvaratskhelia,LW,Aston Villa,France,Premier League,Wide Playmaker
1391,Vinicius Garnacho,LW,Athletic Club,Spain,La Liga,Wide Playmaker
1392,Luis Leao,LW,PSG,Ivory Coast,Ligue 1,Winger
1393,Khvicha Grealish,LW,Brighton,Netherlands,Premier League,Wide Playmaker
1394,Kylian Williams,LW,Brighton,Belgium,Premier League,Inside Forward
1395,Luis Gakpo,LW,Tottenham,Georgia,Premier League,Wide Playmaker
1396,Alejandro Heung-min,LW,Brest,Argentina,Ligue 1,Wide Playmaker
1397,Jadon Fati,LW,Inter Milan,Colombia,Serie A,Winger
1398,Jadon Zaha,LW,Frankfurt,Japan,Bundesliga,Wide Playmaker
1399,Wilfried Mitoma,LW,Liverpool,Netherlands,Premier League,Wide Playmaker
1400,Rafael Gakpo,LW,Manchester City,Portugal,Premier League,Wide Playmaker
1401,Gabriel Diaz,LW,Manchester City,Ivory Coast,Premier League,Wide Playmaker
1402,Ansu Garnacho,LW,Dortmund,Brazil,Bundesliga,Inside Forward
1403,Wilfried Rashford,LW,AS Roma,France,Serie A,Inside Forward
1404,Harvey Gakpo,LW,Real Betis,France,La Liga,Inside Forward
1405,Nico Leao,LW,Manchester City,Belgium,Premier League,Inside Forward
1406,Vinicius Fati,LW,Bayer Leverkusen,Belgium,Bundesliga,Wide Playmaker
1407,Nico Fati,LW,Nice,Netherlands,Ligue 1,Winger
1408,Jack Barnes,LW,Bayern Munich,Belgium,Bundesliga,Inside Forward
1409,Rafael Doku,LW,Brest,Spain,Ligue 1,Wide Playmaker
1410,Cody Williams,LW,Nice,Belgium,Ligue 1,Winger
1411,Wilfried Coman,LW,Stuttgart,England,Bundesliga,Wide Playmaker
1412,Cody Junior,LW,Bayer Leverkusen,Georgia,Bundesliga,Wide Playmaker
1413,Wilfried Fati,LW,Atalanta,Colombia,Serie A,Winger
1414,Marcus Barnes,LW,Liverpool,France,Premier League,Wide Playmaker
1415,Wilfried Grealish,LW,Bayer Leverkusen,Brazil,Bundesliga,Inside Forward
1416,Kylian Zaha,LW,Tottenham,Belgium,Premier League,Winger
1417,Gabriel Barnes,LW,Lazio,Belgium,Serie A,Winger
1418,Wilfried Mitoma,LW,Barcelona,Japan,La Liga,Wide Playmaker
1419,Son Heung-min,LW,Chelsea,England,Premier League,Wide Playmaker
1420,Son Junior,LW,Atletico Madrid,Ivory Coast,La Liga,Winger
1421,Jeremy Garnacho,LW,AC Milan,France,Serie A,Wide Playmaker
1422,Jadon Barnes,LW,Stuttgart,Georgia,Bundesliga,Wide Playmaker
1423,Jeremy Gakpo,LW,Juventus,Colombia,Serie A,Inside Forward
1424,Cody Fati,LW,Monaco,Japan,Ligue 1,Winger
1425,Ansu Fati,LW,Barcelona,Ivory Coast,La Liga,Inside Forward
1426,Ansu Barnes,LW,Nice,Ivory Coast,Ligue 1,Inside Forward
1427,Marcus Diaz,LW,Newcastle,Argentina,Premier League,Winger
1428,Harvey Martinelli,LW,Atalanta,Argentina,Serie A,Inside Forward
1429,Vinicius Fati,LW,Manchester City,Colombia,Premier League,Wide Playmaker
1430,Jadon Sancho,LW,Liverpool,Netherlands,Premier League,Winger
1431,Jeremy Coman,LW,Frankfurt,Argentina,Bundesliga,Winger
1432,Alejandro Kvaratskhelia,LW,Newcastle,Japan,Premier League,Winger
1433,Wilfried Mudryk,LW,Arsenal,Brazil,Premier League,Wide Playmaker
1434,Jadon Diaz,LW,Atletico Madrid,Japan,La Liga,Inside Forward
1435,Alejandro Coman,LW,Dortmund,South Korea,Bundesliga,Wide Playmaker
1436,Vinicius Garnacho,LW,Athletic Club,Brazil,La Liga,Winger
1437,Jadon Grealish,LW,Girona,England,La Liga,Inside Forward
1438,Cody Zaha,LW,Stuttgart,England,Bundesliga,Wide Playmaker
1439,Luis Williams,LW,RB Leipzig,Netherlands,Bundesliga,Wide Playmaker
1440,Kaoru Doku,LW,Real Madrid,South Korea,La Liga,Inside Forward
1441,Jack Mudryk,LW,Monaco,Netherlands,Ligue 1,Wide Playmaker
1442,Kingsley Mitoma,LW,Bayer Leverkusen,Japan,Bundesliga,Inside Forward
1443,Kingsley Martinelli,LW,Brest,France,Ligue 1,Winger
1444,Ansu Mbappe,LW,Aston Villa,Germany,Premier League,Inside Forward
1445,Jadon Kvaratskhelia,LW,Real Sociedad,South Korea,La Liga,Wide Playmaker
1446,Kylian Kvaratskhelia,LW,Monaco,Germany,Ligue 1,Wide Playmaker
1447,Khvicha Zaha,LW,AS Roma,Japan,Serie A,Inside Forward
1448,Cody Grealish,LW,Monaco,South Korea,Ligue 1,Wide Playmaker
1449,Gabriel Mbappe,LW,Atalanta,South Korea,Serie A,Inside Forward
1450,Wilfried Kvaratskhelia,LW,Brighton,Portugal,Premier League,Winger
1451,Jack Heung-min,LW,Lille,Argentina,Ligue 1,Wide Playmaker
1452,Alejandro Mbappe,LW,Newcastle,England,Premier League,Wide Playmaker
1453,Nico Sancho,LW,West Ham,South Korea,Premier League,Wide Playmaker
1454,Nico Diaz,LW,Real Sociedad,Georgia,La Liga,Winger
1455,Jack Grealish,LW,Girona,Belgium,La Liga,Wide Playmaker
1456,Kaoru Coman,LW,Aston Villa,Germany,Premier League,Winger
1457,Harvey Doku,LW,Dortmund,Ivory Coast,Bundesliga,Winger
1458,Alejandro Rashford,LW,Arsenal,England,Premier League,Inside Forward
1459,Ansu Heung-min,LW,Lazio,Belgium,Serie A,Winger
1460,Rafael Leao,LW,AC Milan,Georgia,Serie A,Inside Forward
1461,Luis Rashford,LW,PSG,Japan,Ligue 1,Winger
1462,Jack Barnes,LW,Dortmund,Ivory Coast,Bundesliga,Inside Forward
