Id,NamaPemain,Posisi,Club,Negara,Liga,PlayerInstruction
1103,Eberechi Szoboszlai,CAM,Tottenham,Uruguay,Premier League,Playmaker
1104,Julian Musiala,CAM,Aston Villa,Brazil,Premier League,Playmaker
1105,Bruno Alvarez,CAM,Dortmund,Uruguay,Bundesliga,Playmaker
1106,Eberechi Maddison,CAM,Tottenham,Brazil,Premier League,Shadow Striker
1107,Paulo Diaz,CAM,Juventus,Spain,Serie A,Shadow Striker
1108,Dani Kang-in,CAM,Chelsea,Norway,Premier League,Classic 10
1109,Julian Guler,CAM,Bayern Munich,South Korea,Bundesliga,Shadow Striker
1110,Martin Eze,CAM,Monaco,Netherlands,Ligue 1,Playmaker
1111,Martin Mount,CAM,Stuttgart,Portugal,Bundesliga,Playmaker
1112,Phil Kubo,CAM,Tottenham,Portugal,Premier League,Half Winger
1113,Xavi Maddison,CAM,Liverpool,South Korea,Premier League,Shadow Striker
1114,Lee Guler,CAM,Valencia,Norway,La Liga,Shadow Striker
1115,Paulo Kang-in,CAM,Bayern Munich,Spain,Bundesliga,Shadow Striker
1116,Cole Gibbs-White,CAM,Atalanta,England,Serie A,Shadow Striker
1117,Julian Musiala,CAM,Real Madrid,Japan,La Liga,Classic 10
1118,Bruno Szoboszlai,CAM,Bologna,England,Serie A,Half Winger
1119,Paulo Kubo,CAM,Girona,Argentina,La Liga,Playmaker
1120,Arda Kang-in,CAM,Monaco,South Korea,Ligue 1,Playmaker
1121,Arda Szoboszlai,CAM,Chelsea,Uruguay,Premier League,Shadow Striker
1122,Paulo Kubo,CAM,Real Madrid,Spain,La Liga,Classic 10
1123,Paulo Fernandes,CAM,Dortmund,Japan,Bundesliga,Half Winger
1124,Bruno Nkunku,CAM,Real Madrid,Argentina,La Liga,Classic 10
1125,Brahim Dybala,CAM,Atalanta,Germany,Serie A,Shadow Striker
1126,Dani Wirtz,CAM,Stuttgart,France,Bundesliga,Classic 10
1127,Julian Alvarez,CAM,AS Roma,Turkey,Serie A,Classic 10
1128,Eberechi Olmo,CAM,Brighton,Norway,Premier League,Shadow Striker
1129,Phil Palmer,CAM,Stuttgart,Uruguay,Bundesliga,Shadow Striker
1130,James Guler,CAM,AC Milan,Morocco,Serie A,Shadow Striker
1131,Florian Guler,CAM,Frankfurt,Turkey,Bundesliga,Shadow Striker
1132,Morgan Guler,CAM,Dortmund,Colombia,Bundesliga,Classic 10
1133,Xavi Kubo,CAM,Frankfurt,Netherlands,Bundesliga,Playmaker
1134,Cole Kang-in,CAM,Girona,England,La Liga,Shadow Striker
1135,Jamal Nkunku,CAM,Brest,Colombia,Ligue 1,Half Winger
1136,Eberechi Nkunku,CAM,Atletico Madrid,Uruguay,La Liga,Shadow Striker
1137,Mason Mount,CAM,Dortmund,England,Bundesliga,Half Winger
1138,Cole Dybala,CAM,Stuttgart,Morocco,Bundesliga,Classic 10
1139,Dani Eze,CAM,Lyon,Norway,Ligue 1,Shadow Striker
1140,Christopher Kang-in,CAM,Arsenal,Morocco,Premier League,Half Winger
1141,Cole Simons,CAM,Valencia,Netherlands,La Liga,Shadow Striker
1142,Dominik Alvarez,CAM,Frankfurt,Brazil,Bundesliga,Classic 10
1143,Dani Fernandes,CAM,Stuttgart,Argentina,Bundesliga,Classic 10
1144,Arda Fernandes,CAM,AS Roma,Brazil,Serie A,Half Winger
1145,Mason Szoboszlai,CAM,Bayern Munich,Argentina,Bundesliga,Half Winger
1146,Lee Fernandes,CAM,AC Milan,Turkey,Serie A,Playmaker
1147,Dani Maddison,CAM,AC Milan,Morocco,Serie A,Half Winger
1148,Martin Diaz,CAM,Nice,South Korea,Ligue 1,Playmaker
1149,Martin Mount,CAM,Napoli,Turkey,Serie A,Half Winger
1150,Morgan Nkunku,CAM,Girona,Japan,La Liga,Half Winger
1151,Takefusa Simons,CAM,Real Madrid,Spain,La Liga,Playmaker
1152,Mason Mount,CAM,Tottenham,Netherlands,Premier League,Half Winger
1153,James Palmer,CAM,Bologna,Spain,Serie A,Playmaker
1154,Dani Kubo,CAM,Brest,Japan,Ligue 1,Half Winger
1155,Florian Szoboszlai,CAM,Marseille,Germany,Ligue 1,Playmaker
1156,Mason Foden,CAM,Valencia,Portugal,La Liga,Shadow Striker
1157,Martin Eze,CAM,Bayern Munich,Spain,Bundesliga,Classic 10
1158,Morgan Szoboszlai,CAM,Valencia,Germany,La Liga,Shadow Striker
1159,Phil Maddison,CAM,Bayern Munich,Brazil,Bundesliga,Shadow Striker
1160,Florian Palmer,CAM,PSG,Spain,Ligue 1,Playmaker
1161,Florian Dybala,CAM,Tottenham,England,Premier League,Playmaker
1162,Arda Diaz,CAM,AS Roma,Uruguay,Serie A,Playmaker
1163,Martin Dybala,CAM,Tottenham,Brazil,Premier League,Shadow Striker
1164,Paulo Eze,CAM,Marseille,Uruguay,Ligue 1,Classic 10
1165,Jamal Wirtz,CAM,Napoli,Colombia,Serie A,Classic 10
1166,Dani Nkunku,CAM,Real Sociedad,France,La Liga,Playmaker
1167,Cole Maddison,CAM,Dortmund,South Korea,Bundesliga,Classic 10
1168,Takefusa Nkunku,CAM,Lille,Argentina,Ligue 1,Shadow Striker
1169,Lee Dybala,CAM,Aston Villa,France,Premier League,Playmaker
1170,Takefusa Gibbs-White,CAM,Lyon,Germany,Ligue 1,Classic 10
1171,Lee Palmer,CAM,Valencia,France,La Liga,Classic 10
1172,Cole Nkunku,CAM,Dortmund,Brazil,Bundesliga,Shadow Striker
1173,Takefusa Dybala,CAM,Athletic Club,France,La Liga,Playmaker
1174,Xavi Foden,CAM,Atletico Madrid,Portugal,La Liga,Shadow Striker
1175,Florian Diaz,CAM,Marseille,Turkey,Ligue 1,Half Winger
1176,Dani Musiala,CAM,Tottenham,Brazil,Premier League,Classic 10
1177,Takefusa Guler,CAM,Chelsea,Argentina,Premier League,Shadow Striker
1178,Brahim Diaz,CAM,Bologna,Japan,Serie A,Classic 10
1179,James Alvarez,CAM,Dortmund,Germany,Bundesliga,Playmaker
1180,Julian Diaz,CAM,Bayern Munich,Uruguay,Bundesliga,Half Winger
1181,Dominik Szoboszlai,CAM,Newcastle,France,Premier League,Shadow Striker
1182,Martin Musiala,CAM,Arsenal,Uruguay,Premier League,Shadow Striker
1183,Lee Kubo,CAM,Juventus,Japan,Serie A,Classic 10
1184,Lee Olmo,CAM,Dortmund,Norway,Bundesliga,Playmaker
1185,Paulo Maddison,CAM,Girona,England,La Liga,Playmaker
1186,Xavi Guler,CAM,Bologna,Argentina,Serie A,Playmaker
1187,Takefusa Fernandes,CAM,Bologna,Germany,Serie A,Playmaker
1188,Paulo Wirtz,CAM,Frankfurt,Uruguay,Bundesliga,Shadow Striker
1189,Jamal Musiala,CAM,Juventus,Colombia,Serie A,Shadow Striker
1190,Paulo Nkunku,CAM,Napoli,England,Serie A,Classic 10
1191,Morgan Palmer,CAM,AC Milan,Netherlands,Serie A,Shadow Striker
1192,Morgan Wirtz,CAM,Real Sociedad,Colombia,La Liga,Playmaker
1193,Christopher Eze,CAM,PSG,Japan,Ligue 1,Playmaker
1194,Paulo Musiala,CAM,Inter Milan,Japan,Serie A,Playmaker
1195,Julian Foden,CAM,Atletico Madrid,France,La Liga,Playmaker
1196,Christopher Gibbs-White,CAM,Frankfurt,Brazil,Bundesliga,Shadow Striker
1197,Eberechi Simons,CAM,Bayern Munich,France,Bundesliga,Shadow Striker
1198,Morgan Odegaard,CAM,Valencia,Spain,La Liga,Playmaker
1199,Christopher Odegaard,CAM,Bayer Leverkusen,Turkey,Bundesliga,Half Winger
1200,Arda Kang-in,CAM,Juventus,Spain,Serie A,Shadow Striker
1201,Takefusa Guler,CAM,Atletico Madrid,Brazil,La Liga,Classic 10
1202,Dani Gibbs-White,CAM,Lille,Portugal,Ligue 1,Half Winger
1203,Arda Simons,CAM,Girona,Uruguay,La Liga,Playmaker
1204,Phil Simons,CAM,Frankfurt,Brazil,Bundesliga,Classic 10
1205,Arda Kubo,CAM,Bayern Munich,Norway,Bundesliga,Shadow Striker
1206,Mason Mount,CAM,Newcastle,Morocco,Premier League,Playmaker
1207,Lee Olmo,CAM,Brighton,South Korea,Premier League,Half Winger
1208,Paulo Diaz,CAM,Athletic Club,Colombia,La Liga,Shadow Striker
1209,Christopher Dybala,CAM,Frankfurt,Portugal,Bundesliga,Shadow Striker
1210,Bruno Diaz,CAM,Atletico Madrid,Argentina,La Liga,Shadow Striker
1211,Lee Fernandes,CAM,Dortmund,Brazil,Bundesliga,Shadow Striker
1212,Dani Olmo,CAM,Real Madrid,Argentina,La Liga,Shadow Striker
1213,Julian Foden,CAM,Inter Milan,Colombia,Serie A,Classic 10
1214,Lee Mount,CAM,Real Betis,France,La Liga,Shadow Striker
1215,Florian Palmer,CAM,Inter Milan,Morocco,Serie A,Shadow Striker
1216,James Simons,CAM,AC Milan,Colombia,Serie A,Classic 10
1217,Phil Fernandes,CAM,Frankfurt,Netherlands,Bundesliga,Playmaker
1218,Lee Fernandes,CAM,Marseille,England,Ligue 1,Half Winger
1219,Arda Musiala,CAM,Liverpool,Spain,Premier League,Half Winger
1220,James Nkunku,CAM,Aston Villa,Argentina,Premier League,Playmaker
1221,Dominik Mount,CAM,AC Milan,South Korea,Serie A,Shadow Striker
1222,James Szoboszlai,CAM,Monaco,Netherlands,Ligue 1,Shadow Striker
1223,Julian Szoboszlai,CAM,Aston Villa,Colombia,Premier League,Classic 10
1224,Paulo Kubo,CAM,Athletic Club,England,La Liga,Classic 10
1225,Cole Kubo,CAM,Chelsea,South Korea,Premier League,Playmaker
1226,Jamal Foden,CAM,Stuttgart,Japan,Bundesliga,Playmaker
1227,Dani Mount,CAM,Athletic Club,Colombia,La Liga,Classic 10
1228,James Odegaard,CAM,Bayer Leverkusen,France,Bundesliga,Classic 10
1229,Brahim Foden,CAM,Juventus,Argentina,Serie A,Classic 10
1230,Bruno Mount,CAM,Newcastle,Norway,Premier League,Classic 10
1231,Takefusa Szoboszlai,CAM,Manchester City,Colombia,Premier League,Classic 10
1232,Bruno Diaz,CAM,Frankfurt,Colombia,Bundesliga,Playmaker
1233,Jamal Nkunku,CAM,Inter Milan,France,Serie A,Classic 10
1234,Paulo Palmer,CAM,PSG,Norway,Ligue 1,Playmaker
1235,Phil Simons,CAM,Real Betis,South Korea,La Liga,Half Winger
1236,Florian Kubo,CAM,Lyon,South Korea,Ligue 1,Playmaker
1237,Christopher Odegaard,CAM,Stuttgart,Turkey,Bundesliga,Half Winger
1238,Mason Musiala,CAM,West Ham,Norway,Premier League,Classic 10
1239,Takefusa Simons,CAM,Marseille,England,Ligue 1,Shadow Striker
1240,Jamal Fernandes,CAM,Liverpool,Colombia,Premier League,Classic 10
1241,Martin Maddison,CAM,Bayer Leverkusen,Germany,Bundesliga,Half Winger
1242,Takefusa Simons,CAM,Marseille,France,Ligue 1,Half Winger
1243,Jamal Fernandes,CAM,Stuttgart,Brazil,Bundesliga,Classic 10
1244,Arda Palmer,CAM,Nice,Morocco,Ligue 1,Half Winger
1245,Dani Palmer,CAM,Real Madrid,Morocco,La Liga,Shadow Striker
1246,Mason Gibbs-White,CAM,Atletico Madrid,England,La Liga,Classic 10
1247,Xavi Fernandes,CAM,Real Sociedad,France,La Liga,Classic 10
1248,Takefusa Simons,CAM,Bayern Munich,France,Bundesliga,Classic 10
1249,Jamal Wirtz,CAM,Atalanta,Turkey,Serie A,Half Winger
1250,Eberechi Simons,CAM,Bayern Munich,England,Bundesliga,Classic 10
1251,Christopher Gibbs-White,CAM,Stuttgart,Morocco,Bundesliga,Classic 10
1252,Julian Guler,CAM,Valencia,Germany,La Liga,Shadow Striker
1253,Florian Nkunku,CAM,Bayern Munich,Morocco,Bundesliga,Playmaker
1254,Mason Eze,CAM,Brighton,France,Premier League,Half Winger
1255,Phil Palmer,CAM,Dortmund,England,Bundesliga,Half Winger
1256,Cole Odegaard,CAM,Manchester United,Colombia,Premier League,Classic 10
1257,Xavi Olmo,CAM,Atletico Madrid,Argentina,La Liga,Half Winger
1258,Julian Musiala,CAM,AC Milan,Netherlands,Serie A,Half Winger
1259,Christopher Odegaard,CAM,Manchester City,Morocco,Premier League,Shadow Striker
1260,Dominik Fernandes,CAM,Atletico Madrid,Japan,La Liga,Classic 10
1261,Julian Eze,CAM,Dortmund,Norway,Bundesliga,Half Winger
1262,Lee Diaz,CAM,Monaco,Morocco,Ligue 1,Half Winger
1263,Jamal Guler,CAM,Bayer Leverkusen,Morocco,Bundesliga,Playmaker
1264,Xavi Mount,CAM,Lazio,Portugal,Serie A,Playmaker
1265,Bruno Foden,CAM,Aston Villa,Morocco,Premier League,Half Winger
1266,Dominik Palmer,CAM,AS Roma,South Korea,Serie A,Playmaker
1267,Lee Fernandes,CAM,Athletic Club,Uruguay,La Liga,Classic 10
1268,Takefusa Nkunku,CAM,Tottenham,Germany,Premier League,Shadow Striker
1269,Eberechi Mount,CAM,Lazio,Argentina,Serie A,Classic 10
1270,Christopher Wirtz,CAM,Stuttgart,Spain,Bundesliga,Half Winger
1271,Christopher Diaz,CAM,Bologna,Turkey,Serie A,Classic 10
1272,Mason Diaz,CAM,Brest,Spain,Ligue 1,Half Winger
1273,Lee Diaz,CAM,Lille,England,Ligue 1,Playmaker
1274,Eberechi Odegaard,CAM,Liverpool,Spain,Premier League,Playmaker
1275,Arda Eze,CAM,AC Milan,Uruguay,Serie A,Half Winger
1276,Xavi Gibbs-White,CAM,Brest,South Korea,Ligue 1,Half Winger
1277,James Guler,CAM,Bayern Munich,Brazil,Bundesliga,Playmaker
1278,Dani Kubo,CAM,Aston Villa,Morocco,Premier League,Playmaker
1279,Florian Simons,CAM,AC Milan,Germany,Serie A,Shadow Striker
1280,Julian Dybala,CAM,Arsenal,Netherlands,Premier League,Half Winger
1281,Bruno Wirtz,CAM,Juventus,Spain,Serie A,Playmaker
1282,Martin Foden,CAM,Bayer Leverkusen,Uruguay,Bundesliga,Shadow Striker
1283,Xavi Dybala,CAM,Napoli,Norway,Serie A,Shadow Striker
1284,Eberechi Maddison,CAM,Lazio,Uruguay,Serie A,Classic 10
1285,Dominik Gibbs-White,CAM,Liverpool,Brazil,Premier League,Classic 10
1286,Brahim Fernandes,CAM,Real Sociedad,Turkey,La Liga,Shadow Striker
1287,Dani Eze,CAM,West Ham,Turkey,Premier League,Shadow Striker
1288,Lee Fernandes,CAM,Nice,Brazil,Ligue 1,Half Winger
1289,Paulo Nkunku,CAM,Aston Villa,Turkey,Premier League,Shadow Striker
1290,Florian Maddison,CAM,Aston Villa,Turkey,Premier League,Playmaker
1291,Morgan Alvarez,CAM,Tottenham,England,Premier League,Half Winger
1292,Julian Nkunku,CAM,Lyon,Portugal,Ligue 1,Shadow Striker
1293,Xavi Alvarez,CAM,Athletic Club,Japan,La Liga,Shadow Striker
1294,Florian Palmer,CAM,Nice,Japan,Ligue 1,Half Winger
1295,Martin Olmo,CAM,Marseille,Colombia,Ligue 1,Half Winger
1296,Paulo Szoboszlai,CAM,West Ham,Morocco,Premier League,Shadow Striker
1297,Jamal Wirtz,CAM,Bayern Munich,Uruguay,Bundesliga,Classic 10
1298,Phil Gibbs-White,CAM,Real Madrid,Brazil,La Liga,Shadow Striker
1299,Lee Olmo,CAM,Juventus,Japan,Serie A,Shadow Striker
1300,Florian Diaz,CAM,Bologna,Uruguay,Serie A,Playmaker
1301,Cole Guler,CAM,PSG,Portugal,Ligue 1,Half Winger
1302,Paulo Maddison,CAM,Inter Milan,Colombia,Serie A,Half Winger
1303,Florian Odegaard,CAM,Lille,France,Ligue 1,Half Winger
1304,Xavi Mount,CAM,Brest,Spain,Ligue 1,Playmaker
1305,Cole Simons,CAM,Real Betis,France,La Liga,Shadow Striker
1306,Lee Eze,CAM,Atalanta,Japan,Serie A,Playmaker
1307,Jamal Guler,CAM,Barcelona,Morocco,La Liga,Half Winger
1308,Bruno Alvarez,CAM,Real Betis,Portugal,La Liga,Classic 10
1309,Brahim Mount,CAM,Stuttgart,England,Bundesliga,Playmaker
1310,Paulo Kubo,CAM,PSG,Turkey,Ligue 1,Half Winger
1311,Phil Palmer,CAM,Frankfurt,Spain,Bundesliga,Playmaker
1312,Bruno Gibbs-White,CAM,West Ham,France,Premier League,Classic 10
1313,Eberechi Foden,CAM,Brighton,Brazil,Premier League,Shadow Striker
1314,Mason Gibbs-White,CAM,Dortmund,South Korea,Bundesliga,Classic 10
1315,Dominik Simons,CAM,Manchester City,Germany,Premier League,Half Winger
1316,Lee Kang-in,CAM,Napoli,South Korea,Serie A,Classic 10
1317,Dominik Guler,CAM,RB Leipzig,Netherlands,Bundesliga,Half Winger
1318,Dominik Mount,CAM,Bayern Munich,Morocco,Bundesliga,Classic 10
1319,Brahim Mount,CAM,Manchester City,Norway,Premier League,Classic 10
1320,Paulo Diaz,CAM,Lille,Colombia,Ligue 1,Shadow Striker
1321,Eberechi Diaz,CAM,RB Leipzig,South Korea,Bundesliga,Shadow Striker
1322,Eberechi Gibbs-White,CAM,Aston Villa,Japan,Premier League,Classic 10
1323,Mason Gibbs-White,CAM,Atalanta,Colombia,Serie A,Shadow Striker
1324,Xavi Palmer,CAM,Dortmund,Uruguay,Bundesliga,Half Winger
1325,Dani Gibbs-White,CAM,Atalanta,Norway,Serie A,Playmaker
1326,Phil Maddison,CAM,Lille,Brazil,Ligue 1,Half Winger
1327,Brahim Kang-in,CAM,Chelsea,Brazil,Premier League,Shadow Striker
1328,Paulo Kang-in,CAM,Brest,South Korea,Ligue 1,Playmaker
1329,Dani Palmer,CAM,Juventus,Spain,Serie A,Playmaker
1330,Dani Foden,CAM,Atalanta,England,Serie A,Shadow Striker
1331,Paulo Mount,CAM,Arsenal,Germany,Premier League,Half Winger
1332,Mason Alvarez,CAM,Chelsea,Japan,Premier League,Shadow Striker
1333,Paulo Mount,CAM,Liverpool,Argentina,Premier League,Classic 10
1334,Takefusa Gibbs-White,CAM,AS Roma,Uruguay,Serie A,Half Winger
1335,Takefusa Kang-in,CAM,Juventus,England,Serie A,Classic 10
1336,Martin Diaz,CAM,Nice,England,Ligue 1,Shadow Striker
1337,Takefusa Foden,CAM,Bayern Munich,Morocco,Bundesliga,Playmaker
1338,Cole Kang-in,CAM,Chelsea,England,Premier League,Classic 10
1339,Lee Maddison,CAM,Chelsea,Portugal,Premier League,Half Winger
1340,Eberechi Kubo,CAM,Atletico Madrid,Spain,La Liga,Shadow Striker
1341,James Palmer,CAM,Lyon,Brazil,Ligue 1,Half Winger
1342,Eberechi Olmo,CAM,Aston Villa,Brazil,Premier League,Half Winger
1343,Phil Nkunku,CAM,Brest,Brazil,Ligue 1,Playmaker
1344,Bruno Dybala,CAM,West Ham,Germany,Premier League,Classic 10
1345,Takefusa Mount,CAM,Real Madrid,Germany,La Liga,Shadow Striker
1346,Lee Kang-in,CAM,Monaco,South Korea,Ligue 1,Shadow Striker
1347,James Musiala,CAM,Bayer Leverkusen,South Korea,Bundesliga,Classic 10
1348,Christopher Palmer,CAM,Atletico Madrid,South Korea,La Liga,Classic 10
1349,Mason Gibbs-White,CAM,Lille,England,Ligue 1,Classic 10
1350,Jamal Palmer,CAM,Nice,South Korea,Ligue 1,Shadow Striker
1351,Paulo Musiala,CAM,Marseille,South Korea,Ligue 1,Shadow Striker
1352,Bruno Maddison,CAM,Lille,Colombia,Ligue 1,Shadow Striker
1353,Bruno Simons,CAM,Monaco,Netherlands,Ligue 1,Playmaker
1354,Bruno Szoboszlai,CAM,RB Leipzig,Spain,Bundesliga,Half Winger
1355,Mason Diaz,CAM,Tottenham,Morocco,Premier League,Shadow Striker
1356,Christopher Wirtz,CAM,Napoli,South Korea,Serie A,Playmaker
1357,Julian Foden,CAM,Marseille,Argentina,Ligue 1,Playmaker
1358,Martin Kang-in,CAM,Tottenham,Argentina,Premier League,Shadow Striker
1359,Julian Wirtz,CAM,RB Leipzig,Norway,Bundesliga,Shadow Striker
1360,Jamal Diaz,CAM,West Ham,Brazil,Premier League,Classic 10
1361,Lee Diaz,CAM,Chelsea,Germany,Premier League,Half Winger
1362,Phil Musiala,CAM,Newcastle,Netherlands,Premier League,Classic 10
1363,Morgan Foden,CAM,RB Leipzig,Germany,Bundesliga,Playmaker
1364,Julian Foden,CAM,Bayer Leverkusen,Germany,Bundesliga,Classic 10
1365,Julian Eze,CAM,Nice,Uruguay,Ligue 1,Classic 10
1366,Christopher Nkunku,CAM,West Ham,Argentina,Premier League,Shadow Striker
1367,Mason Fernandes,CAM,Dortmund,England,Bundesliga,Half Winger
1368,Florian Palmer,CAM,Manchester United,Japan,Premier League,Half Winger
1369,Mason Fernandes,CAM,Bayer Leverkusen,Norway,Bundesliga,Half Winger
1370,Dani Simons,CAM,Brest,Japan,Ligue 1,Half Winger
1371,Mason Nkunku,CAM,AS Roma,Portugal,Serie A,Playmaker
1372,Bruno Kubo,CAM,Newcastle,Colombia,Premier League,Playmaker
1373,Arda Musiala,CAM,Nice,South Korea,Ligue 1,Half Winger
1374,Cole Eze,CAM,Real Betis,Portugal,La Liga,Half Winger
1375,Phil Musiala,CAM,Bayer Leverkusen,Spain,Bundesliga,Classic 10
1376,Cole Kang-in,CAM,Juventus,Germany,Serie A,Playmaker
1377,Dominik Nkunku,CAM,Marseille,Brazil,Ligue 1,Playmaker
1378,Mason Simons,CAM,West Ham,Japan,Premier League,Playmaker
1379,Julian Olmo,CAM,Stuttgart,Morocco,Bundesliga,Classic 10
1380,Dominik Mount,CAM,Bayern Munich,Turkey,Bundesliga,Half Winger
1381,Dominik Maddison,CAM,Monaco,Norway,Ligue 1,Playmaker
1382,Cole Diaz,CAM,Arsenal,Spain,Premier League,Playmaker
1383,Brahim Guler,CAM,Dortmund,Argentina,Bundesliga,Shadow Striker
1384,Xavi Guler,CAM,Frankfurt,South Korea,Bundesliga,Shadow Striker
1385,Morgan Eze,CAM,Stuttgart,Netherlands,Bundesliga,Shadow Striker
1386,Xavi Alvarez,CAM,West Ham,Brazil,Premier League,Classic 10
1387,Bruno Gibbs-White,CAM,Real Sociedad,France,La Liga,Half Winger
1388,Paulo Musiala,CAM,Dortmund,Brazil,Bundesliga,Classic 10
1389,Florian Foden,CAM,Napoli,Spain,Serie A,Shadow Striker
1390,Xavi Guler,CAM,Bologna,Netherlands,Serie A,Playmaker
1391,Paulo Guler,CAM,AC Milan,Colombia,Serie A,Classic 10
1392,Phil Foden,CAM,Real Madrid,Colombia,La Liga,Shadow Striker
1393,Paulo Simons,CAM,Girona,Japan,La Liga,Playmaker
1394,Arda Mount,CAM,Real Betis,Brazil,La Liga,Shadow Striker
1395,Jamal Foden,CAM,AS Roma,Colombia,Serie A,Shadow Striker
1396,Phil Fernandes,CAM,Stuttgart,Colombia,Bundesliga,Playmaker
1397,Morgan Dybala,CAM,PSG,Morocco,Ligue 1,Classic 10
1398,Mason Maddison,CAM,Barcelona,South Korea,La Liga,Classic 10
1399,Arda Simons,CAM,Arsenal,Spain,Premier League,Playmaker
1400,Morgan Olmo,CAM,PSG,Norway,Ligue 1,Shadow Striker
1401,Morgan Wirtz,CAM,RB Leipzig,Colombia,Bundesliga,Classic 10
1402,Martin Palmer,CAM,Real Madrid,Germany,La Liga,Half Winger
1403,Martin Kang-in,CAM,Aston Villa,Argentina,Premier League,Playmaker
1404,Jamal Kang-in,CAM,Lazio,Brazil,Serie A,Half Winger
1405,Martin Szoboszlai,CAM,Bayer Leverkusen,Portugal,Bundesliga,Playmaker
1406,Takefusa Fernandes,CAM,Napoli,Colombia,Serie A,Half Winger
1407,Arda Nkunku,CAM,Real Betis,Spain,La Liga,Playmaker
1408,Christopher Gibbs-White,CAM,West Ham,Norway,Premier League,Classic 10
1409,Mason Gibbs-White,CAM,Real Madrid,Japan,La Liga,Shadow Striker
1410,Morgan Maddison,CAM,Manchester City,England,Premier League,Classic 10
1411,Xavi Eze,CAM,Real Betis,Argentina,La Liga,Playmaker
1412,Florian Diaz,CAM,Aston Villa,Norway,Premier League,Classic 10
1413,Florian Diaz,CAM,Atalanta,Argentina,Serie A,Classic 10
1414,Paulo Fernandes,CAM,Valencia,Germany,La Liga,Classic 10
1415,Julian Simons,CAM,Lazio,Germany,Serie A,Playmaker
1416,Mason Kang-in,CAM,Newcastle,Germany,Premier League,Playmaker
1417,Jamal Palmer,CAM,AS Roma,Norway,Serie A,Classic 10
1418,Christopher Dybala,CAM,Marseille,Colombia,Ligue 1,Classic 10
1419,Brahim Olmo,CAM,Dortmund,Morocco,Bundesliga,Playmaker
1420,Dominik Dybala,CAM,Juventus,Morocco,Serie A,Half Winger
1421,Florian Foden,CAM,Arsenal,Uruguay,Premier League,Shadow Striker
1422,Takefusa Kang-in,CAM,Bologna,Japan,Serie A,Classic 10
1423,Bruno Guler,CAM,Lille,Norway,Ligue 1,Classic 10
1424,Julian Mount,CAM,Atletico Madrid,Argentina,La Liga,Shadow Striker
1425,Bruno Musiala,CAM,Stuttgart,Germany,Bundesliga,Shadow Striker
1426,Martin Odegaard,CAM,Stuttgart,Spain,Bundesliga,Classic 10
1427,Dominik Szoboszlai,CAM,Real Betis,France,La Liga,Shadow Striker
1428,Arda Diaz,CAM,PSG,Netherlands,Ligue 1,Classic 10
1429,Julian Dybala,CAM,Bayern Munich,England,Bundesliga,Shadow Striker
1430,Arda Foden,CAM,RB Leipzig,South Korea,Bundesliga,Classic 10
1431,Cole Kubo,CAM,Valencia,Spain,La Liga,Classic 10
1432,Bruno Musiala,CAM,Atletico Madrid,Morocco,La Liga,Shadow Striker
1433,Arda Wirtz,CAM,Brest,Netherlands,Ligue 1,Classic 10
1434,Brahim Odegaard,CAM,Valencia,Netherlands,La Liga,Classic 10
1435,Brahim Gibbs-White,CAM,Athletic Club,Germany,La Liga,Half Winger
1436,Mason Wirtz,CAM,Nice,Norway,Ligue 1,Playmaker
1437,Takefusa Diaz,CAM,Dortmund,Brazil,Bundesliga,Shadow Striker
1438,Mason Kang-in,CAM,Napoli,Spain,Serie A,Half Winger
1439,Eberechi Fernandes,CAM,AS Roma,Norway,Serie A,Classic 10
1440,Eberechi Palmer,CAM,West Ham,England,Premier League,Shadow Striker
1441,Phil Gibbs-White,CAM,Bayern Munich,Germany,Bundesliga,Playmaker
1442,Takefusa Musiala,CAM,Brest,Germany,Ligue 1,Shadow Striker
1443,Christopher Guler,CAM,Barcelona,Argentina,La Liga,Playmaker
1444,James Palmer,CAM,Real Madrid,Norway,La Liga,Shadow Striker
1445,Martin Szoboszlai,CAM,Bologna,Japan,Serie A,Playmaker
1446,Christopher Wirtz,CAM,Arsenal,England,Premier League,Playmaker
1447,Phil Guler,CAM,Girona,Colombia,La Liga,Playmaker
1448,Morgan Musiala,CAM,Arsenal,Morocco,Premier League,Playmaker
1449,Martin Diaz,CAM,Athletic Club,Spain,La Liga,Half Winger
1450,Paulo Kubo,CAM,Juventus,Brazil,Serie A,Classic 10
1451,Dani Kubo,CAM,Valencia,Colombia,La Liga,Playmaker
1452,Martin Foden,CAM,Juventus,Norway,Serie A,Playmaker
1453,Dominik Gibbs-White,CAM,Girona,Turkey,La Liga,Shadow Striker
1454,Mason Odegaard,CAM,Stuttgart,Colombia,Bundesliga,Playmaker
1455,Christopher Palmer,CAM,Bologna,Brazil,Serie A,Classic 10
1456,Arda Simons,CAM,Valencia,Turkey,La Liga,Half Winger
1457,Dominik Mount,CAM,AC Milan,Argentina,Serie A,Half Winger
1458,Florian Palmer,CAM,Napoli,Japan,Serie A,Classic 10
1459,Morgan Szoboszlai,CAM,Marseille,Netherlands,Ligue 1,Shadow Striker
1460,Paulo Gibbs-White,CAM,Brest,England,Ligue 1,Shadow Striker
1461,James Gibbs-White,CAM,Stuttgart,England,Bundesliga,Classic 10
1462,Christopher Szoboszlai,CAM,RB Leipzig,Brazil,Bundesliga,Playmaker
